1,0,30000,_36_months,22.35,1151.16,D5,5_years,MORTGAGE,100000,Source_Verified,n,debt_consolidation,30.46,0,0,11,1,15603,37,19,w,0,0,0,4,42939,15181,0,0,83,73,23,2,1,23,8,0,3,5,10,0,2,89.5,33.3,1,0,101984
2,0,40000,_60_months,16.14,975.71,C4,<_1_year,MORTGAGE,45000,Verified,n,credit_card,50.53,0,0,18,0,34971,64.5,37,w,0,0,0,5,15059,14930,0,0,114,70,2,2,1,2,9,0,7,7,26,0,4,100,42.9,0,0,167965
3,0,20000,_36_months,7.56,622.68,A3,10+_years,MORTGAGE,100000,Not_Verified,n,credit_card,18.92,0,0,9,0,25416,29.9,19,w,0,0,0,5,57309,59684,0,0,171,238,1,1,5,1,13,0,5,6,5,0,1,94.7,20,0,0,74833
4,0,4500,_36_months,11.31,147.99,B3,10+_years,RENT,38500,Not_Verified,n,credit_card,4.64,0,0,12,0,4472,15.3,25,w,0,0,306,8,2428,10735,0,0,180,69,2,2,0,2,6,1,3,6,10,0,4,91.7,0,0,0,24595
5,0,8425,_36_months,27.27,345.18,E5,3_years,MORTGAGE,450000,Verified,n,credit_card,12.37,0,0,21,0,36812,65.7,37,w,0,0,0,10,34516,11632,0,0,254,89,12,12,4,18,4,0,6,10,16,0,2,100,50,0,0,189054
6,0,20000,_60_months,17.97,507.55,D1,4_years,RENT,57000,Not_Verified,n,debt_consolidation,22.18,0,0,10,0,33356,45.9,16,w,0,0,0,3,3336,32170,0,0,78,284,5,5,1,27,17,0,4,9,1,0,2,100,33.3,0,0,0
7,0,6600,_36_months,11.31,217.05,B3,10+_years,RENT,45000,Not_Verified,n,credit_card,16.21,0,0,6,0,6167,58.2,13,f,0,0,0,2,4473,4433,0,0,116,108,18,18,0,18,8,0,2,4,5,0,0,84.6,50,0,0,28007
8,0,2500,_36_months,13.56,84.92,C1,5_years,RENT,42000,Not_Verified,n,other,15.09,0,0,3,0,3319,31.6,6,f,0,0,0,3,6216,7181,0,0,177,177,5,5,0,5,12,0,2,2,3,0,1,83.3,0,0,0,22082
9,0,4000,_36_months,17.97,144.55,D1,5_years,MORTGAGE,60000,Source_Verified,n,house,19.1,0,1,11,0,382,7.3,18,w,0,0,0,10,9687,3818,0,0,57,31,12,1,2,15,2,1,2,5,9,0,4,88.2,0,0,0,59474
10,0,2700,_36_months,8.19,84.85,A4,4_years,OWN,24000,Not_Verified,n,credit_card,24.95,0,0,21,1,2696,36.4,28,f,0,0,449,4,3589,3304,0,0,130,194,19,16,0,19,18,0,1,4,21,0,0,100,0,1,0,70617
11,0,1000,_36_months,23.4,38.92,E1,3_years,RENT,60000,Source_Verified,n,debt_consolidation,20.78,0,0,4,0,13326,72.8,38,f,0,0,0,2,41891,4974,0,0,135,131,61,0,0,62,0,1,2,7,28,0,1,97.3,50,0,0,137805
12,0,15000,_36_months,7.56,467.01,A3,10+_years,MORTGAGE,200000,Not_Verified,n,house,2.62,0,0,7,0,19386,39.2,45,w,0,0,0,3,25104,23085,0,0,152,154,0,0,3,2,11,1,3,10,21,0,3,97.8,0,0,0,0
13,0,8000,_36_months,7.56,249.08,A3,10+_years,MORTGAGE,250000,Not_Verified,n,other,20.1,0,0,17,0,133414,61.2,29,w,0,0,0,6,49356,40847,0,0,126,383,11,5,4,11,7,0,7,11,11,0,2,100,60,0,0,103095
14,0,5000,_36_months,7.56,155.67,A3,5_years,MORTGAGE,98000,Not_Verified,n,credit_card,14.78,0,0,6,0,10190,55.1,13,w,0,0,0,4,8472,3905,0,0,129,127,22,2,2,54,18,1,1,1,7,0,1,92.3,0,0,0,48863
15,0,12950,_36_months,7.56,403.19,A3,10+_years,MORTGAGE,55000,Source_Verified,n,debt_consolidation,19.88,0,1,15,0,2160,5,24,w,0,0,0,5,15327,28707,0,0,132,156,13,5,2,27,3,0,5,7,7,0,1,100,0,0,0,38398
16,0,10450,_60_months,12.98,237.67,B5,10+_years,MORTGAGE,58000,Not_Verified,n,credit_card,21.17,0,1,20,0,8956,18.3,40,w,0,0,0,9,9855,21202,0,0,128,187,3,3,5,17,0,0,4,10,3,0,3,100,0,0,0,33096
17,0,20000,_60_months,26.31,602.49,E4,4_years,MORTGAGE,58000,Not_Verified,n,credit_card,22.66,0,0,5,0,11580,84.5,19,w,0,0,0,2,46621,120,0,0,136,162,8,8,3,8,4,0,1,2,10,0,1,100,100,0,0,49135
18,0,10000,_60_months,12.98,227.43,B5,1_year,MORTGAGE,60000,Not_Verified,n,car,12.25,1,1,23,0,15927,21.8,40,w,0,0,0,3,6852,40231,0,0,159,159,1,1,1,1,4,0,4,15,4,0,1,95,10,0,0,18367
19,0,29050,_36_months,10.33,941.87,B1,<_1_year,MORTGAGE,68000,Source_Verified,n,home_improvement,23.65,0,0,17,0,2252,3.1,35,w,0,0,0,7,13364,68267,0,0,114,119,3,1,2,3,3,0,3,17,8,0,5,97.1,0,0,0,47611
20,0,1000,_36_months,13.56,33.97,C1,1_year,RENT,42140,Source_Verified,n,moving,24.18,0,2,7,0,398,5.8,14,f,0,0,0,3,6233,1173,0,0,189,83,23,9,0,31,0,3,1,1,10,0,1,71.4,0,0,0,49374
21,0,3500,_36_months,18.94,128.19,D2,10+_years,MORTGAGE,127300,Verified,n,small_business,17.91,2,2,8,0,17597,50,30,w,0,0,0,5,29966,11333,0,0,158,207,3,3,2,15,3,0,3,15,9,0,2,93,0,0,0,101022
22,0,10000,_36_months,11.8,331.19,B4,1_year,RENT,100000,Source_Verified,n,debt_consolidation,10.6,1,1,10,0,1229,17.3,21,w,0,0,0,4,2616,40871,1,0,75,438,0,0,0,0,0,7,2,11,4,1,2,61.9,0,0,0,46219
23,0,10000,_36_months,8.19,314.25,A4,8_years,MORTGAGE,65000,Verified,n,debt_consolidation,19.87,0,0,7,0,7337,34,44,w,0,0,0,3,5175,14263,0,0,196,202,13,4,2,13,4,6,4,18,19,0,2,86.4,60,0,0,32166
24,0,9500,_36_months,8.19,298.53,A4,5_years,RENT,50000,Not_Verified,n,credit_card,11.43,0,0,7,0,5126,32,11,w,0,0,0,4,1302,6505,0,0,16,156,12,12,0,100,12,1,1,2,2,0,1,90.9,0,0,0,6700
25,0,6000,_36_months,10.72,195.64,B2,n_a,MORTGAGE,65520,Not_Verified,n,vacation,13.37,0,1,7,0,5322,21.4,18,w,0,0,0,3,3175,9678,0,0,201,128,21,5,0,21,3,0,3,5,9,0,1,100,0,0,0,23059
26,0,28000,_36_months,15.02,970.91,C3,n_a,RENT,58000,Source_Verified,n,debt_consolidation,10.74,0,0,19,0,9877,15.1,24,w,0,0,0,9,703,46923,0,0,49,52,1,1,0,1,8,0,8,14,5,0,6,100,7.1,0,0,11377
27,0,9000,_36_months,11.8,298.07,B4,n_a,OWN,45000,Not_Verified,n,debt_consolidation,14.47,0,2,29,0,2890,2.5,56,w,0,0,0,18,1116,109256,0,0,98,162,1,1,0,1,1,0,4,31,11,0,8,100,0,0,0,30564
28,0,6000,_36_months,12.98,202.11,B5,10+_years,RENT,67000,Source_Verified,n,credit_card,15.92,0,0,6,0,5224,98.6,8,f,0,0,0,1,52488,151,0,0,54,31,30,16,3,30,8,0,2,2,2,0,0,75,100,0,0,37063
29,0,10000,_36_months,10.72,326.07,B2,5_years,RENT,45000,Not_Verified,n,credit_card,14.96,0,0,13,0,3453,12.2,17,f,0,0,0,9,1175,19047,0,0,42,48,1,1,0,1,15,0,2,8,5,0,3,100,14.3,0,0,18877
30,0,9000,_36_months,18.94,329.64,D2,5_years,MORTGAGE,47000,Source_Verified,n,medical,15.34,0,0,13,1,8991,30.4,28,f,1,0,853,6,789,6137,0,0,188,213,5,5,2,5,0,0,2,8,3,0,3,100,33.3,1,0,8182
